sampleid	Study	Link	Host	Phylum	Class	Order	Family	Genus	Species	Diet	16S 515F-806R	Elevation	Latitude	Longitude	Year_Collected	Year_Given	Precipitation	Temp_Min	Temp_Max	Temp_Mean	Rel_Hum	Sun_Shine	Wind	ETo	Land_Water_Air	AquaStat_Link	Climate_Notes	Included	ExclusionReason	Captivity	GMTOL_Notes	16S515F-806R	initials
vejar4	Vejar_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.01221/full#h7	Chileans	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	542	-33.4489	-70.6693	2017	N	55.75	6	31	16.175	46.7	19820375.75	1.75	109.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-33.4488897&lon=-70.6692655&year=2017&datasource=agera5						V3-V4	SJ
vejar5	Vejar_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.01221/full#h7	Chileans	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	542	-33.4489	-70.6693	2017	N	55.75	6	31	16.175	46.7	19820375.75	1.75	109.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-33.4488897&lon=-70.6692655&year=2017&datasource=agera5						V3-V4	SJ
Schaan1	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.666666667	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK
Schaan2	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.666666667	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK
Schaan3	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.666666667	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK
Schaan4	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.666666667	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK
Schaan5	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.666666667	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK
Plummer1	Plummer_et_al_2020	https://gutpathogens.biomedcentral.com/articles/10.1186/s13099-020-00351-y	Arab Kuwaitis 	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	17	29.3759	47.9774	2017		5.833333333	11.2	41	26.49166667	44.9	20041682.58	4.675	192.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=29.375859&lon=47.9774052&year=2017&datasource=agera5					readsstartingfrom20	V3-V4	NT
Plummer2	Plummer_et_al_2020	https://gutpathogens.biomedcentral.com/articles/10.1186/s13099-020-00351-y	Arab Kuwaitis 	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	17	29.3759	47.9774	2017		5.833333333	11.2	41	26.49166667	44.9	20041682.58	4.675	192.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=29.375859&lon=47.9774052&year=2017&datasource=agera5					readsstartingfrom21	V3-V4	NT
Plummer3	Plummer_et_al_2020	https://gutpathogens.biomedcentral.com/articles/10.1186/s13099-020-00351-y	Arab Kuwaitis 	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	17	29.3759	47.9774	2017		5.833333333	11.2	41	26.49166667	44.9	20041682.58	4.675	192.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=29.375859&lon=47.9774052&year=2017&datasource=agera5					readsstartingfrom22	V3-V4	NT
Plummer4	Plummer_et_al_2020	https://gutpathogens.biomedcentral.com/articles/10.1186/s13099-020-00351-y	Arab Kuwaitis 	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	17	29.3759	47.9774	2017		5.833333333	11.2	41	26.49166667	44.9	20041682.58	4.675	192.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=29.375859&lon=47.9774052&year=2017&datasource=agera5					readsstartingfrom23	V3-V4	NT
Plummer5	Plummer_et_al_2020	https://gutpathogens.biomedcentral.com/articles/10.1186/s13099-020-00351-y	Arab Kuwaitis 	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	17	29.3759	47.9774	2017		5.833333333	11.2	41	26.49166667	44.9	20041682.58	4.675	192.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=29.375859&lon=47.9774052&year=2017&datasource=agera5					readsstartingfrom24	V3-V4	NT
Lihongzhou1	Lihongzhou_et_al_2022	https://academic.oup.com/jee/article/115/4/1102/6619338	Beet Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	V3-V4	7	39.2239	117.1354	2019		34.58333333	-6.3	32.9	13.99166667	39.93333333	15745752.17	3.008333333	111.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.2239299&lon=117.13544&year=2019&datasource=agera5	Sampling from 5 provinces in Northeast China	Y				V3-V4	DW
Lihongzhou2	Lihongzhou_et_al_2022	https://academic.oup.com/jee/article/115/4/1102/6619338	Beet Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	V3-V4	7	39.2239	117.1354	2019		34.58333333	-6.3	32.9	13.99166667	39.93333333	15745752.17	3.008333333	111.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.2239299&lon=117.13544&year=2019&datasource=agera5	Sampling from 5 provinces in Northeast China	Y				V3-V4	DW
Lihongzhou3	Lihongzhou_et_al_2022	https://academic.oup.com/jee/article/115/4/1102/6619338	Beet Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	V3-V4	7	39.2239	117.1354	2019		34.58333333	-6.3	32.9	13.99166667	39.93333333	15745752.17	3.008333333	111.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.2239299&lon=117.13544&year=2019&datasource=agera5	Sampling from 5 provinces in Northeast China	Y				V3-V4	DW
Lihongzhou4	Lihongzhou_et_al_2022	https://academic.oup.com/jee/article/115/4/1102/6619338	Beet Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	V3-V4	7	39.2239	117.1354	2019		34.58333333	-6.3	32.9	13.99166667	39.93333333	15745752.17	3.008333333	111.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.2239299&lon=117.13544&year=2019&datasource=agera5	Sampling from 5 provinces in Northeast China	Y				V3-V4	DW
Lihongzhou5	Lihongzhou_et_al_2022	https://academic.oup.com/jee/article/115/4/1102/6619338	Beet Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	V3-V4	7	39.2239	117.1354	2019		34.58333333	-6.3	32.9	13.99166667	39.93333333	15745752.17	3.008333333	111.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.2239299&lon=117.13544&year=2019&datasource=agera5	Sampling from 5 provinces in Northeast China	Y				V3-V4	DW
Muturi1	Muturi_et_al_2018	https://academic.oup.com/femsec/article/95/1/fiy213/5144212	Yellow Fever Mosquito	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes_Aegypti	Herbivore	V3-V4	19	38.4455	-121.8233	2018	N	37	5	37	17.95	34.21666667	19031434.75	2.491666667	128.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.4454641&lon=-121.8232958&year=2018&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	DW
Muturi2	Muturi_et_al_2018	https://academic.oup.com/femsec/article/95/1/fiy213/5144212	Yellow Fever Mosquito	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes_Aegypti	Herbivore	V3-V4	19	38.4455	-121.8233	2018	N	37	5	37	17.95	34.21666667	19031434.75	2.491666667	128.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.4454641&lon=-121.8232958&year=2018&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	DW
Muturi3	Muturi_et_al_2018	https://academic.oup.com/femsec/article/95/1/fiy213/5144212	Yellow Fever Mosquito	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes_Aegypti	Herbivore	V3-V4	19	38.4455	-121.8233	2018	N	37	5	37	17.95	34.21666667	19031434.75	2.491666667	128.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.4454641&lon=-121.8232958&year=2018&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	DW
Muturi4	Muturi_et_al_2018	https://academic.oup.com/femsec/article/95/1/fiy213/5144212	Yellow Fever Mosquito	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes_Aegypti	Herbivore	V3-V4	19	38.4455	-121.8233	2018	N	37	5	37	17.95	34.21666667	19031434.75	2.491666667	128.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.4454641&lon=-121.8232958&year=2018&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	DW
Muturi5	Muturi_et_al_2018	https://academic.oup.com/femsec/article/95/1/fiy213/5144212	Yellow Fever Mosquito	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes_Aegypti	Herbivore	V3-V4	19	38.4455	-121.8233	2018	N	37	5	37	17.95	34.21666667	19031434.75	2.491666667	128.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.4454641&lon=-121.8232958&year=2018&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	DW
Chen-Eel1	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-Eel2	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-Eel3	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-Eel4	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-Eel5	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-1	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-2	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-3	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-4	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
Chen-5	Chen_et_al_2019	https://peerj.com/articles/8176/#supp-1	Swamp Eel	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	V3-V4	35	28.4219	116.4126	2019	N	154.1666667	4.1	34.4	19.18333333	70.59166667	13336160.92	3.1	94.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4219&lon=116.4126&year=2019&datasource=agera5	Samples captive for 8 weeks	Y				V3-V4	ES
okamoto-1	Okamoto_et_al_2021	https://link.springer.com/article/10.1007/s00203-021-02526-w	Eurasian Otter	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra_Lutra	Carnivore	V3-V4	259	38.0979	127.8421	2019		75.41666667	-6.9	27.9	10.90833333	53.30833333	14943054.5	1.791666667	73.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.097949&lon=127.842111&year=2019&datasource=agera5		Y	Most samples bred in captivity	Y	Chanelcatfish_locklandsalmon_kittenmilkreplacerforinfants	V3-V4	ES
okamoto-2	Okamoto_et_al_2021	https://link.springer.com/article/10.1007/s00203-021-02526-w	Eurasian Otter	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra_Lutra	Carnivore	V3-V4	259	38.0979	127.8421	2019		75.41666667	-6.9	27.9	10.90833333	53.30833333	14943054.5	1.791666667	73.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.097949&lon=127.842111&year=2019&datasource=agera5		Y	Most samples bred in captivity	Y	Chanelcatfish_locklandsalmon_kittenmilkreplacerforinfants	V3-V4	ES
okamoto-3	Okamoto_et_al_2021	https://link.springer.com/article/10.1007/s00203-021-02526-w	Eurasian Otter	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra_Lutra	Carnivore	V3-V4	259	38.0979	127.8421	2019		75.41666667	-6.9	27.9	10.90833333	53.30833333	14943054.5	1.791666667	73.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.097949&lon=127.842111&year=2019&datasource=agera5		Y	Most samples bred in captivity	Y	Chanelcatfish_locklandsalmon_kittenmilkreplacerforinfants	V3-V4	ES
okamoto-4	Okamoto_et_al_2021	https://link.springer.com/article/10.1007/s00203-021-02526-w	Eurasian Otter	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra_Lutra	Carnivore	V3-V4	259	38.0979	127.8421	2019		75.41666667	-6.9	27.9	10.90833333	53.30833333	14943054.5	1.791666667	73.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.097949&lon=127.842111&year=2019&datasource=agera5		Y	Most samples bred in captivity	Y	Chanelcatfish_locklandsalmon_kittenmilkreplacerforinfants	V3-V4	ES
okamoto-5	Okamoto_et_al_2021	https://link.springer.com/article/10.1007/s00203-021-02526-w	Eurasian Otter	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra_Lutra	Carnivore	V3-V4	259	38.0979	127.8421	2019		75.41666667	-6.9	27.9	10.90833333	53.30833333	14943054.5	1.791666667	73.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=38.097949&lon=127.842111&year=2019&datasource=agera5		Y	Most samples bred in captivity	Y	Chanelcatfish_locklandsalmon_kittenmilkreplacerforinfants	V3-V4	ES
wei1	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
wei2	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
wei3	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
wei4	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
wei5	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
Wei-Scylla-Paramamosain1	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
Wei-Scylla-Paramamosain2	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
Wei-Scylla-Paramamosain3	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
Wei-Scylla-Paramamosain4	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
Wei-Scylla-Paramamosain5	Wei_et_al_2019	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6219-7	Mud Crab	Arthropoda	Malacostraca	Decapoda	Portunidae	Scylla	Scylla_Paramamosain	Omnivore	V3-V4	19	24.5135	117.6473	2017		114.6666667	9.5	33.7	22.525	64.33333333	15171409.67	1.425	96.75	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.5134699&lon=117.64725&year=2017&datasource=agera5	Samples from many locations along Chinese southern coast	Y				V3-V4	NS
Serrano1	Serrano_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01460-1	Lily Borer Moth	Arthropoda	Insecta	Lepidoptera	Noctuidae	Brithys	Brithys_Crini	Herbivore	V3-V4	1	39.3491	-0.3114	2016		38.75	8.3	29.8	18.31666667	49.9	16797085.5	2.983333333	111.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.3491455&lon=-0.3114013&year=2016&datasource=agera5		Y	"Samples collected as eggs, raised in lab"	Y		V3-V4	EO
Serrano2	Serrano_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01460-1	Lily Borer Moth	Arthropoda	Insecta	Lepidoptera	Noctuidae	Brithys	Brithys_Crini	Herbivore	V3-V4	1	39.3491	-0.3114	2016		38.75	8.3	29.8	18.31666667	49.9	16797085.5	2.983333333	111.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.3491455&lon=-0.3114013&year=2016&datasource=agera5		Y	"Samples collected as eggs, raised in lab"	Y		V3-V4	EO
Serrano3	Serrano_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01460-1	Lily Borer Moth	Arthropoda	Insecta	Lepidoptera	Noctuidae	Brithys	Brithys_Crini	Herbivore	V3-V4	1	39.3491	-0.3114	2016		38.75	8.3	29.8	18.31666667	49.9	16797085.5	2.983333333	111.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.3491455&lon=-0.3114013&year=2016&datasource=agera5		Y	"Samples collected as eggs, raised in lab"	Y		V3-V4	EO
Serrano4	Serrano_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01460-1	Lily Borer Moth	Arthropoda	Insecta	Lepidoptera	Noctuidae	Brithys	Brithys_Crini	Herbivore	V3-V4	1	39.3491	-0.3114	2016		38.75	8.3	29.8	18.31666667	49.9	16797085.5	2.983333333	111.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.3491455&lon=-0.3114013&year=2016&datasource=agera5		Y	"Samples collected as eggs, raised in lab"	Y		V3-V4	EO
Serrano5	Serrano_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01460-1	Lily Borer Moth	Arthropoda	Insecta	Lepidoptera	Noctuidae	Brithys	Brithys_Crini	Herbivore	V3-V4	1	39.3491	-0.3114	2016		38.75	8.3	29.8	18.31666667	49.9	16797085.5	2.983333333	111.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=39.3491455&lon=-0.3114013&year=2016&datasource=agera5		Y	"Samples collected as eggs, raised in lab"	Y		V3-V4	EO
Liu-Tachypleus-tridentatus1	Liu_et_al_2021	https://www.frontiersin.org/articles/10.3389/fphys.2021.813582/full	Juvenile Horseshoe Crab	Arthropoda	Merostomata	Xiphosurida	Limulidae	Tachypleus	Tachypleus_Tridentatus	Omnivore	V3-V4	22	21.4811	109.1201	2022	N	188.5833333	11.2	30.5	23.41666667	71.34166667	16031257.17	4.125	112.3333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=21.4811199&lon=109.12008&year=2022&datasource=agera5		Y	Samples artificially bred	Y		V3-V4	EK
