sampleid	Study	Link	Host	Phylum	Class	Order	Family	Genus	Species	Diet	16S 515F-806R	Elevation	Latitude	Longitude	Year_Collected	Year_Given	Precipitation	Temp_Min	Temp_Max	Temp_Mean	Rel_Hum	Sun_Shine	Wind	ETo	Land_Water_Air	AquaStat_Link	Climate_Notes	Included	ExclusionReason	Captivity	GMTOL_Notes	16S515F-806R	initials	Continent
zoqratt-2	Zoqratt_et_al_2018	https://peerj.com/articles/5826/#supp-1	Pacific White Shrimp	Arthropoda	Malacostraca	Decapoda	Penaeidae	Litopenaeus	Litopenaeus_Vannamei	Omnivore	V3-V4	9	4.2168	100.6978	2016		230.25	24.6	30.0	27.28333333	78.69166667	18025020.42	2.18	117.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=4.216825&lon=100.6978241&year=2016&datasource=agera5					farmraised	V3-V4	ES	Asia
zoqratt-3	Zoqratt_et_al_2018	https://peerj.com/articles/5826/#supp-1	Pacific White Shrimp	Arthropoda	Malacostraca	Decapoda	Penaeidae	Litopenaeus	Litopenaeus_Vannamei	Omnivore	V3-V4	9	4.2168	100.6978	2016		230.25	24.6	30.0	27.28333333	78.69166667	18025020.42	2.18	117.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=4.216825&lon=100.6978241&year=2016&datasource=agera5					farmraised	V3-V4	ES	Asia
zoqratt-4	Zoqratt_et_al_2018	https://peerj.com/articles/5826/#supp-1	Pacific White Shrimp	Arthropoda	Malacostraca	Decapoda	Penaeidae	Litopenaeus	Litopenaeus_Vannamei	Omnivore	V3-V4	9	4.2168	100.6978	2016		230.25	24.6	30.0	27.28333333	78.69166667	18025020.42	2.18	117.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=4.216825&lon=100.6978241&year=2016&datasource=agera5					farmraised	V3-V4	ES	Asia
zoqratt-5	Zoqratt_et_al_2018	https://peerj.com/articles/5826/#supp-1	Pacific White Shrimp	Arthropoda	Malacostraca	Decapoda	Penaeidae	Litopenaeus	Litopenaeus_Vannamei	Omnivore	V3-V4	9	4.2168	100.6978	2016		230.25	24.6	30.0	27.28333333	78.69166667	18025020.42	2.18	117.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=4.216825&lon=100.6978241&year=2016&datasource=agera5					farmraised	V3-V4	ES	Asia
Lianchen1	Lianchen_et_al_2021	https://link.springer.com/article/10.1186/s12866-021-02259-2	Apple Snail	Mollusca	Gastropoda	Caenogastropoda	Ampullariidae	Pomacea	Pomacea_Canaliculata	Omnivore	V3-V4	73	28.4672	119.9229	2019		144.8333333	2.8	31.9	17.8	68.44166667	13071304.83	1.5	80.58333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4671999&lon=119.92293&year=2019&datasource=agera5					similarreversereadandforwardread_onlyusedforwardread	V3-V4	DW	Asia
Lianchen2	Lianchen_et_al_2021	https://link.springer.com/article/10.1186/s12866-021-02259-2	Apple Snail	Mollusca	Gastropoda	Caenogastropoda	Ampullariidae	Pomacea	Pomacea_Canaliculata	Omnivore	V3-V4	73	28.4672	119.9229	2019		144.8333333	2.8	31.9	17.8	68.44166667	13071304.83	1.5	80.58333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4671999&lon=119.92293&year=2019&datasource=agera5					similarreversereadandforwardread_onlyusedforwardread	V3-V4	DW	Asia
Lianchen3	Lianchen_et_al_2021	https://link.springer.com/article/10.1186/s12866-021-02259-2	Apple Snail	Mollusca	Gastropoda	Caenogastropoda	Ampullariidae	Pomacea	Pomacea_Canaliculata	Omnivore	V3-V4	73	28.4672	119.9229	2019		144.8333333	2.8	31.9	17.8	68.44166667	13071304.83	1.5	80.58333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4671999&lon=119.92293&year=2019&datasource=agera5					similarreversereadandforwardread_onlyusedforwardread	V3-V4	DW	Asia
Lianchen4	Lianchen_et_al_2021	https://link.springer.com/article/10.1186/s12866-021-02259-2	Apple Snail	Mollusca	Gastropoda	Caenogastropoda	Ampullariidae	Pomacea	Pomacea_Canaliculata	Omnivore	V3-V4	73	28.4672	119.9229	2019		144.8333333	2.8	31.9	17.8	68.44166667	13071304.83	1.5	80.58333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4671999&lon=119.92293&year=2019&datasource=agera5					similarreversereadandforwardread_onlyusedforwardread	V3-V4	DW	Asia
Lianchen5	Lianchen_et_al_2021	https://link.springer.com/article/10.1186/s12866-021-02259-2	Apple Snail	Mollusca	Gastropoda	Caenogastropoda	Ampullariidae	Pomacea	Pomacea_Canaliculata	Omnivore	V3-V4	73	28.4672	119.9229	2019		144.8333333	2.8	31.9	17.8	68.44166667	13071304.83	1.5	80.58333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.4671999&lon=119.92293&year=2019&datasource=agera5					similarreversereadandforwardread_onlyusedforwardread	V3-V4	DW	Asia
Vasemagi1	Vasemagi_et_al_2017	https://journals.asm.org/doi/full/10.1128/mSphere.00418-17	Brown Trout	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	Salmo_Trutta	Carnivore	V3-V4	35	59.5748	26.113	2013		56.16666667	-10.4	20.8	6.475	74.48333333	10015178.83	4.4	48.91666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=59.57479567724479&lon=26.11302183783469&year=2013&datasource=agera5						V3-V4	KS	Europe
Vasemagi2	Vasemagi_et_al_2017	https://journals.asm.org/doi/full/10.1128/mSphere.00418-17	Brown Trout	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	Salmo_Trutta	Carnivore	V3-V4	35	59.5748	26.113	2013		56.16666667	-10.4	20.8	6.475	74.48333333	10015178.83	4.4	48.91666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=59.57479567724479&lon=26.11302183783469&year=2013&datasource=agera5						V3-V4	KS	Europe
Vasemagi3	Vasemagi_et_al_2017	https://journals.asm.org/doi/full/10.1128/mSphere.00418-17	Brown Trout	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	Salmo_Trutta	Carnivore	V3-V4	35	59.5748	26.113	2013		56.16666667	-10.4	20.8	6.475	74.48333333	10015178.83	4.4	48.91666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=59.57479567724479&lon=26.11302183783469&year=2013&datasource=agera5						V3-V4	KS	Europe
Vasemagi4	Vasemagi_et_al_2017	https://journals.asm.org/doi/full/10.1128/mSphere.00418-17	Brown Trout	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	Salmo_Trutta	Carnivore	V3-V4	35	59.5748	26.113	2013		56.16666667	-10.4	20.8	6.475	74.48333333	10015178.83	4.4	48.91666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=59.57479567724479&lon=26.11302183783469&year=2013&datasource=agera5						V3-V4	KS	Europe
Vasemagi5	Vasemagi_et_al_2017	https://journals.asm.org/doi/full/10.1128/mSphere.00418-17	Brown Trout	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	Salmo_Trutta	Carnivore	V3-V4	35	59.5748	26.113	2013		56.16666667	-10.4	20.8	6.475	74.48333333	10015178.83	4.4	48.91666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=59.57479567724479&lon=26.11302183783469&year=2013&datasource=agera5						V3-V4	KS	Europe
sylvain1	Sylvain_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.00789-20	Flag Cichlid	Chordata	Actinopterygii	Cichliformes	Cichlidae	Mesonauta	Mesonauta_Festivus	Omnivore	V3-V4	46	-3.119	-60.0217	2015		226.25	24.6	34.5	28.14166667	70.43333333	17724408.42	2.0	126.0833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.1190275&lon=-60.0217314&year=2015&datasource=agera5					useddatafor1speciesof3instudy	V3-V4	AK	South America
sylvain2	Sylvain_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.00789-20	Flag Cichlid	Chordata	Actinopterygii	Cichliformes	Cichlidae	Mesonauta	Mesonauta_Festivus	Omnivore	V3-V4	46	-3.119	-60.0217	2015		226.25	24.6	34.5	28.14166667	70.43333333	17724408.42	2.0	126.0833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.1190275&lon=-60.0217314&year=2015&datasource=agera5					useddatafor1speciesof3instudy	V3-V4	AK	South America
sylvain3	Sylvain_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.00789-20	Flag Cichlid	Chordata	Actinopterygii	Cichliformes	Cichlidae	Mesonauta	Mesonauta_Festivus	Omnivore	V3-V4	46	-3.119	-60.0217	2015		226.25	24.6	34.5	28.14166667	70.43333333	17724408.42	2.0	126.0833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.1190275&lon=-60.0217314&year=2015&datasource=agera5					useddatafor1speciesof3instudy	V3-V4	AK	South America
sylvain4	Sylvain_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.00789-20	Flag Cichlid	Chordata	Actinopterygii	Cichliformes	Cichlidae	Mesonauta	Mesonauta_Festivus	Omnivore	V3-V4	46	-3.119	-60.0217	2015		226.25	24.6	34.5	28.14166667	70.43333333	17724408.42	2.0	126.0833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.1190275&lon=-60.0217314&year=2015&datasource=agera5					useddatafor1speciesof3instudy	V3-V4	AK	South America
sylvain5	Sylvain_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.00789-20	Flag Cichlid	Chordata	Actinopterygii	Cichliformes	Cichlidae	Mesonauta	Mesonauta_Festivus	Omnivore	V3-V4	46	-3.119	-60.0217	2015		226.25	24.6	34.5	28.14166667	70.43333333	17724408.42	2.0	126.0833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.1190275&lon=-60.0217314&year=2015&datasource=agera5					useddatafor1speciesof3instudy	V3-V4	AK	South America
Pardesi1	Pardesi_et_al_2022	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.16394	Silver Drummer	Chordata	Actinopterygii	Perciformes	Kiphosidae	Kyphosus	Kyphosus_Sydneyanus	Herbivore	V3-V4	-19	-36.1659	175.2994	2018		108.6666667	12.9	21.8	16.94166667	76.80833333	16759376.83	7.02	93.33333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-36.165867&lon=175.299431&year=2018&datasource=agera5						V3-V4	NT	Oceania
Pardesi2	Pardesi_et_al_2022	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.16394	Silver Drummer	Chordata	Actinopterygii	Perciformes	Kiphosidae	Kyphosus	Kyphosus_Sydneyanus	Herbivore	V3-V4	-19	-36.1659	175.2994	2018		108.6666667	12.9	21.8	16.94166667	76.80833333	16759376.83	7.02	93.33333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-36.165867&lon=175.299431&year=2018&datasource=agera5						V3-V4	NT	Oceania
Pardesi3	Pardesi_et_al_2022	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.16394	Silver Drummer	Chordata	Actinopterygii	Perciformes	Kiphosidae	Kyphosus	Kyphosus_Sydneyanus	Herbivore	V3-V4	-19	-36.1659	175.2994	2018		108.6666667	12.9	21.8	16.94166667	76.80833333	16759376.83	7.02	93.33333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-36.165867&lon=175.299431&year=2018&datasource=agera5						V3-V4	NT	Oceania
Pardesi4	Pardesi_et_al_2022	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.16394	Silver Drummer	Chordata	Actinopterygii	Perciformes	Kiphosidae	Kyphosus	Kyphosus_Sydneyanus	Herbivore	V3-V4	-19	-36.1659	175.2994	2018		108.6666667	12.9	21.8	16.94166667	76.80833333	16759376.83	7.02	93.33333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-36.165867&lon=175.299431&year=2018&datasource=agera5						V3-V4	NT	Oceania
Pardesi5	Pardesi_et_al_2022	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.16394	Silver Drummer	Chordata	Actinopterygii	Perciformes	Kiphosidae	Kyphosus	Kyphosus_Sydneyanus	Herbivore	V3-V4	-19	-36.1659	175.2994	2018		108.6666667	12.9	21.8	16.94166667	76.80833333	16759376.83	7.02	93.33333333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-36.165867&lon=175.299431&year=2018&datasource=agera5						V3-V4	NT	Oceania
TangLizNT1	Tang_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00550/full	Chinese Crocodile Lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus_Crocodilurus	Carnivore	V3-V4	86	24.3255	109.4155	2020	N	249.3333333	7.3	31.9	20.86666667	67.89166667	13094355.25	3.13	93.58333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.3255257&lon=109.4154583&year=2020&datasource=agera5					samples from 2 locations	V3-V4	NT	Asia
TangLizNT2	Tang_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00550/full	Chinese Crocodile Lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus_Crocodilurus	Carnivore	V3-V4	86	24.3255	109.4155	2020	N	249.3333333	7.3	31.9	20.86666667	67.89166667	13094355.25	3.13	93.58333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.3255257&lon=109.4154583&year=2020&datasource=agera5					samples from 2 locations	V3-V4	NT	Asia
TangLizNT3	Tang_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00550/full	Chinese Crocodile Lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus_Crocodilurus	Carnivore	V3-V4	86	24.3255	109.4155	2020	N	249.3333333	7.3	31.9	20.86666667	67.89166667	13094355.25	3.13	93.58333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.3255257&lon=109.4154583&year=2020&datasource=agera5					samples from 2 locations	V3-V4	NT	Asia
TangLizNT4	Tang_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00550/full	Chinese Crocodile Lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus_Crocodilurus	Carnivore	V3-V4	86	24.3255	109.4155	2020	N	249.3333333	7.3	31.9	20.86666667	67.89166667	13094355.25	3.13	93.58333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.3255257&lon=109.4154583&year=2020&datasource=agera5					samples from 2 locations	V3-V4	NT	Asia
TangLizNT5	Tang_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00550/full	Chinese Crocodile Lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus_Crocodilurus	Carnivore	V3-V4	86	24.3255	109.4155	2020	N	249.3333333	7.3	31.9	20.86666667	67.89166667	13094355.25	3.13	93.58333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=24.3255257&lon=109.4154583&year=2020&datasource=agera5					samples from 2 locations	V3-V4	NT	Asia
schmidt1	Schmidt_et_al_2019	https://www.nature.com/articles/s41396-019-0345-8	Deer Mouse	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus_Maniculatus	Omnivore	V3-V4	442	45.8372	-78.3791	2016		84.58333333	-15.0	24.4	5.333333333	60.73333333	13219926.08	3.46	64.16666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.8371591&lon=-78.3791239&year=2016&datasource=agera5						V3-V4	AS	North America
schmidt2	Schmidt_et_al_2019	https://www.nature.com/articles/s41396-019-0345-8	Deer Mouse	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus_Maniculatus	Omnivore	V3-V4	442	45.8372	-78.3791	2016		84.58333333	-15.0	24.4	5.333333333	60.73333333	13219926.08	3.46	64.16666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.8371591&lon=-78.3791239&year=2016&datasource=agera5						V3-V4	AS	North America
schmidt3	Schmidt_et_al_2019	https://www.nature.com/articles/s41396-019-0345-8	Deer Mouse	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus_Maniculatus	Omnivore	V3-V4	442	45.8372	-78.3791	2016		84.58333333	-15.0	24.4	5.333333333	60.73333333	13219926.08	3.46	64.16666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.8371591&lon=-78.3791239&year=2016&datasource=agera5						V3-V4	AS	North America
schmidt4	Schmidt_et_al_2019	https://www.nature.com/articles/s41396-019-0345-8	Deer Mouse	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus_Maniculatus	Omnivore	V3-V4	442	45.8372	-78.3791	2016		84.58333333	-15.0	24.4	5.333333333	60.73333333	13219926.08	3.46	64.16666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.8371591&lon=-78.3791239&year=2016&datasource=agera5						V3-V4	AS	North America
schmidt5	Schmidt_et_al_2019	https://www.nature.com/articles/s41396-019-0345-8	Deer Mouse	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus_Maniculatus	Omnivore	V3-V4	442	45.8372	-78.3791	2016		84.58333333	-15.0	24.4	5.333333333	60.73333333	13219926.08	3.46	64.16666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.8371591&lon=-78.3791239&year=2016&datasource=agera5						V3-V4	AS	North America
Wang-Ctenopharyngodon-idella1	Wang_et_al_2021	https://www.sciencedirect.com/science/article/pii/S1744117X21000010	Grass Carp	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon_Idella	Herbivore	V3-V4	3	31.1113	120.8475	2021	N	128.5833333	0.7	31.2	17.65	65.95833333	13993013.17	3.43	89.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.11130989999999&lon=120.84753&year=2021&datasource=agera5						V3-V4	EK	Asia
Wang-Ctenopharyngodon-idella2	Wang_et_al_2021	https://www.sciencedirect.com/science/article/pii/S1744117X21000010	Grass Carp	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon_Idella	Herbivore	V3-V4	3	31.1113	120.8475	2021	N	128.5833333	0.7	31.2	17.65	65.95833333	13993013.17	3.43	89.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.11130989999999&lon=120.84753&year=2021&datasource=agera5						V3-V4	EK	Asia
Wang-Ctenopharyngodon-idella3	Wang_et_al_2021	https://www.sciencedirect.com/science/article/pii/S1744117X21000010	Grass Carp	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon_Idella	Herbivore	V3-V4	3	31.1113	120.8475	2021	N	128.5833333	0.7	31.2	17.65	65.95833333	13993013.17	3.43	89.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.11130989999999&lon=120.84753&year=2021&datasource=agera5						V3-V4	EK	Asia
Wang-Ctenopharyngodon-idella4	Wang_et_al_2021	https://www.sciencedirect.com/science/article/pii/S1744117X21000010	Grass Carp	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon_Idella	Herbivore	V3-V4	3	31.1113	120.8475	2021	N	128.5833333	0.7	31.2	17.65	65.95833333	13993013.17	3.43	89.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.11130989999999&lon=120.84753&year=2021&datasource=agera5						V3-V4	EK	Asia
Wang-Ctenopharyngodon-idella5	Wang_et_al_2021	https://www.sciencedirect.com/science/article/pii/S1744117X21000010	Grass Carp	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon_Idella	Herbivore	V3-V4	3	31.1113	120.8475	2021	N	128.5833333	0.7	31.2	17.65	65.95833333	13993013.17	3.43	89.66666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.11130989999999&lon=120.84753&year=2021&datasource=agera5						V3-V4	EK	Asia
stoffel1	Stoffel_et_al_2020	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.15385	Northern Elephant Seal	Chordata	Mammalia	Carnivora	Phocidae	Mirougna	Mirougna_Angustirostris	Carnivore	V3-V4	98	28.1872	-115.2486	2017		4.916666667	13.8	21.6	17.55	78.38333333	21177407.33	4.24	97.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.187231&lon=-115.248557&year=2017&datasource=agera5						V3-V4	SJ	North America
stoffel2	Stoffel_et_al_2020	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.15385	Northern Elephant Seal	Chordata	Mammalia	Carnivora	Phocidae	Mirougna	Mirougna_Angustirostris	Carnivore	V3-V4	98	28.1872	-115.2486	2017		4.916666667	13.8	21.6	17.55	78.38333333	21177407.33	4.24	97.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.187231&lon=-115.248557&year=2017&datasource=agera5						V3-V4	SJ	North America
stoffel3	Stoffel_et_al_2020	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.15385	Northern Elephant Seal	Chordata	Mammalia	Carnivora	Phocidae	Mirougna	Mirougna_Angustirostris	Carnivore	V3-V4	98	28.1872	-115.2486	2017		4.916666667	13.8	21.6	17.55	78.38333333	21177407.33	4.24	97.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.187231&lon=-115.248557&year=2017&datasource=agera5						V3-V4	SJ	North America
stoffel4	Stoffel_et_al_2020	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.15385	Northern Elephant Seal	Chordata	Mammalia	Carnivora	Phocidae	Mirougna	Mirougna_Angustirostris	Carnivore	V3-V4	98	28.1872	-115.2486	2017		4.916666667	13.8	21.6	17.55	78.38333333	21177407.33	4.24	97.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.187231&lon=-115.248557&year=2017&datasource=agera5						V3-V4	SJ	North America
stoffel5	Stoffel_et_al_2020	https://onlinelibrary.wiley.com/doi/full/10.1111/mec.15385	Northern Elephant Seal	Chordata	Mammalia	Carnivora	Phocidae	Mirougna	Mirougna_Angustirostris	Carnivore	V3-V4	98	28.1872	-115.2486	2017		4.916666667	13.8	21.6	17.55	78.38333333	21177407.33	4.24	97.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=28.187231&lon=-115.248557&year=2017&datasource=agera5						V3-V4	SJ	North America
tang1	Tang_et_al_2019	https://www.frontiersin.org/articles/10.3389/fmicb.2019.02409/full#h7	Chinese Alligator	Chordata	Reptilia	Crocodilia	Alligatoridae	Alligator	Alligator_Sinensis	Carnivore	V3-V4	64	31.0734	119.6707	2014		115.8333333	-0.5	29.1	15.58333333	67.85	13529103.83	2.92	79.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.073439&lon=119.670704&year=2014&datasource=agera5						V3-V4	SJ	Asia
tang2	Tang_et_al_2019	https://www.frontiersin.org/articles/10.3389/fmicb.2019.02409/full#h7	Chinese Alligator	Chordata	Reptilia	Crocodilia	Alligatoridae	Alligator	Alligator_Sinensis	Carnivore	V3-V4	64	31.0734	119.6707	2014		115.8333333	-0.5	29.1	15.58333333	67.85	13529103.83	2.92	79.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.073439&lon=119.670704&year=2014&datasource=agera5						V3-V4	SJ	Asia
tang3	Tang_et_al_2019	https://www.frontiersin.org/articles/10.3389/fmicb.2019.02409/full#h7	Chinese Alligator	Chordata	Reptilia	Crocodilia	Alligatoridae	Alligator	Alligator_Sinensis	Carnivore	V3-V4	64	31.0734	119.6707	2014		115.8333333	-0.5	29.1	15.58333333	67.85	13529103.83	2.92	79.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.073439&lon=119.670704&year=2014&datasource=agera5						V3-V4	SJ	Asia
