sampleid	Study	Link	Host	Phylum	Class	Order	Family	Genus	Species	Diet	16S 515F-806R	Elevation	Latitude	Longitude	Year_Collected	Year_Given	Precipitation	Temp_Min	Temp_Max	Temp_Mean	Rel_Hum	Sun_Shine	Wind	ETo	Land_Water_Air	AquaStat_Link	Climate_Notes	Included	ExclusionReason	Captivity	GMTOL_Notes	16S515F-806R	initials
Clever4	Clever_et_al_2022	https://www.nature.com/articles/s42003-022-03679-0#data-availability	Foureye Butterflyfish	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	Chaetodon_Capistratus	Planktivore	V4	2	9.3326	-82.2498	2016		234.1666667	24.2	28.6	26.40833333	79.46666667	17535827.42	2.55	113.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=9.3326402&lon=-82.2497559&year=2016&datasource=agera5	450 km^2 region	Y				V4	DW
Clever5	Clever_et_al_2022	https://www.nature.com/articles/s42003-022-03679-0#data-availability	Foureye Butterflyfish	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	Chaetodon_Capistratus	Planktivore	V4	2	9.3326	-82.2498	2016		234.1666667	24.2	28.6	26.40833333	79.46666667	17535827.42	2.55	113.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=9.3326402&lon=-82.2497559&year=2016&datasource=agera5	450 km^2 region	Y				V4	DW
Mason1	Mason_et_al_2021	https://www.nature.com/articles/s41598-021-83497-2#data-accessibility	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Frugiperda	Herbivore	V4	148	40.201	-77.2003	2021	N	95.08333333	-7.2	29.9	12.14166667	52.33333333	14340102.08	2.633333333	82.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=40.2010241&lon=-77.20027449999999&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V4	DW
Mason2	Mason_et_al_2021	https://www.nature.com/articles/s41598-021-83497-2#data-accessibility	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Frugiperda	Herbivore	V4	148	40.201	-77.2003	2021	N	95.08333333	-7.2	29.9	12.14166667	52.33333333	14340102.08	2.633333333	82.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=40.2010241&lon=-77.20027449999999&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V4	DW
Mason3	Mason_et_al_2021	https://www.nature.com/articles/s41598-021-83497-2#data-accessibility	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Frugiperda	Herbivore	V4	148	40.201	-77.2003	2021	N	95.08333333	-7.2	29.9	12.14166667	52.33333333	14340102.08	2.633333333	82.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=40.2010241&lon=-77.20027449999999&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V4	DW
Mason4	Mason_et_al_2021	https://www.nature.com/articles/s41598-021-83497-2#data-accessibility	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Frugiperda	Herbivore	V4	148	40.201	-77.2003	2021	N	95.08333333	-7.2	29.9	12.14166667	52.33333333	14340102.08	2.633333333	82.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=40.2010241&lon=-77.20027449999999&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V4	DW
Mason5	Mason_et_al_2021	https://www.nature.com/articles/s41598-021-83497-2#data-accessibility	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Frugiperda	Herbivore	V4	148	40.201	-77.2003	2021	N	95.08333333	-7.2	29.9	12.14166667	52.33333333	14340102.08	2.633333333	82.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=40.2010241&lon=-77.20027449999999&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V4	DW
Gillingham1	Gillingham_et_al_2021	https://www.sciencedirect.com/science/article/pii/S0048969720367814	Greater Flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus_Roseus	Omnivore	V4	436	37.1342	-4.731	2014		44.08333333	4.1	31.8	16.45833333	48.8	18299473.58	3	112.75	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.1341608&lon=-4.7309865&year=2014&datasource=agera5	3 sampling sites between Spain and France	Y				V4	DW
Gillingham2	Gillingham_et_al_2021	https://www.sciencedirect.com/science/article/pii/S0048969720367814	Greater Flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus_Roseus	Omnivore	V4	436	37.1342	-4.731	2014		44.08333333	4.1	31.8	16.45833333	48.8	18299473.58	3	112.75	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.1341608&lon=-4.7309865&year=2014&datasource=agera5	3 sampling sites between Spain and France	Y				V4	DW
Gillingham3	Gillingham_et_al_2021	https://www.sciencedirect.com/science/article/pii/S0048969720367814	Greater Flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus_Roseus	Omnivore	V4	436	37.1342	-4.731	2014		44.08333333	4.1	31.8	16.45833333	48.8	18299473.58	3	112.75	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.1341608&lon=-4.7309865&year=2014&datasource=agera5	3 sampling sites between Spain and France	Y				V4	DW
Gillingham4	Gillingham_et_al_2021	https://www.sciencedirect.com/science/article/pii/S0048969720367814	Greater Flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus_Roseus	Omnivore	V4	436	37.1342	-4.731	2014		44.08333333	4.1	31.8	16.45833333	48.8	18299473.58	3	112.75	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.1341608&lon=-4.7309865&year=2014&datasource=agera5	3 sampling sites between Spain and France	Y				V4	DW
Gillingham5	Gillingham_et_al_2021	https://www.sciencedirect.com/science/article/pii/S0048969720367814	Greater Flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus_Roseus	Omnivore	V4	436	37.1342	-4.731	2014		44.08333333	4.1	31.8	16.45833333	48.8	18299473.58	3	112.75	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.1341608&lon=-4.7309865&year=2014&datasource=agera5	3 sampling sites between Spain and France	Y				V4	DW
Eliades1	Eliades_et_al_2021	https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.7373	Fiji Crested Iguana	Chordata	Reptilia	Squamata	Iguanidae	Brachylophus	Brachylophus_Vitiensis	Herbivore	V4	693	-17.678	177.5989	2017		161.5	20.3	29.1	25.225	68.53333333	18625012.08	1.908333333	118	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-17.6780013&lon=177.5988876&year=2017&datasource=agera5	"No data for island, used central island in Fiji"	Y				V4	DW
Eliades2	Eliades_et_al_2021	https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.7373	Fiji Crested Iguana	Chordata	Reptilia	Squamata	Iguanidae	Brachylophus	Brachylophus_Vitiensis	Herbivore	V4	693	-17.678	177.5989	2017		161.5	20.3	29.1	25.225	68.53333333	18625012.08	1.908333333	118	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-17.6780013&lon=177.5988876&year=2017&datasource=agera5	"No data for island, used central island in Fiji"	Y				V4	DW
Eliades3	Eliades_et_al_2021	https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.7373	Fiji Crested Iguana	Chordata	Reptilia	Squamata	Iguanidae	Brachylophus	Brachylophus_Vitiensis	Herbivore	V4	693	-17.678	177.5989	2017		161.5	20.3	29.1	25.225	68.53333333	18625012.08	1.908333333	118	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-17.6780013&lon=177.5988876&year=2017&datasource=agera5	"No data for island, used central island in Fiji"	Y				V4	DW
Eliades4	Eliades_et_al_2021	https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.7373	Fiji Crested Iguana	Chordata	Reptilia	Squamata	Iguanidae	Brachylophus	Brachylophus_Vitiensis	Herbivore	V4	693	-17.678	177.5989	2017		161.5	20.3	29.1	25.225	68.53333333	18625012.08	1.908333333	118	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-17.6780013&lon=177.5988876&year=2017&datasource=agera5	"No data for island, used central island in Fiji"	Y				V4	DW
Eliades5	Eliades_et_al_2021	https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.7373	Fiji Crested Iguana	Chordata	Reptilia	Squamata	Iguanidae	Brachylophus	Brachylophus_Vitiensis	Herbivore	V4	693	-17.678	177.5989	2017		161.5	20.3	29.1	25.225	68.53333333	18625012.08	1.908333333	118	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-17.6780013&lon=177.5988876&year=2017&datasource=agera5	"No data for island, used central island in Fiji"	Y				V4	DW
abdelrhman1	Abdelrhman_et_al_2016	https://www.frontiersin.org/articles/10.3389/fmicb.2016.01060/full#h7	Loggerhead Sea Turtle	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	Caretta_Caretta	Omnivore	V4	56	43.7711	11.2486	2015		68.83333333	0.7	32.5	14.40833333	57.41666667	14416028	2.208333333	81.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7710513&lon=11.2486208&year=2015&datasource=agera5	"Samples from along coast of Tuscany, Liguria"	Y				V4	AK
abdelrhman2	Abdelrhman_et_al_2016	https://www.frontiersin.org/articles/10.3389/fmicb.2016.01060/full#h7	Loggerhead Sea Turtle	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	Caretta_Caretta	Omnivore	V4	56	43.7711	11.2486	2015		68.83333333	0.7	32.5	14.40833333	57.41666667	14416028	2.208333333	81.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7710513&lon=11.2486208&year=2015&datasource=agera5	"Samples from along coast of Tuscany, Liguria"	Y				V4	AK
abdelrhman3	Abdelrhman_et_al_2016	https://www.frontiersin.org/articles/10.3389/fmicb.2016.01060/full#h7	Loggerhead Sea Turtle	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	Caretta_Caretta	Omnivore	V4	56	43.7711	11.2486	2015		68.83333333	0.7	32.5	14.40833333	57.41666667	14416028	2.208333333	81.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7710513&lon=11.2486208&year=2015&datasource=agera5	"Samples from along coast of Tuscany, Liguria"	Y				V4	AK
abdelrhman4	Abdelrhman_et_al_2016	https://www.frontiersin.org/articles/10.3389/fmicb.2016.01060/full#h7	Loggerhead Sea Turtle	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	Caretta_Caretta	Omnivore	V4	56	43.7711	11.2486	2015		68.83333333	0.7	32.5	14.40833333	57.41666667	14416028	2.208333333	81.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7710513&lon=11.2486208&year=2015&datasource=agera5	"Samples from along coast of Tuscany, Liguria"	Y				V4	AK
abdelrhman5	Abdelrhman_et_al_2016	https://www.frontiersin.org/articles/10.3389/fmicb.2016.01060/full#h7	Loggerhead Sea Turtle	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	Caretta_Caretta	Omnivore	V4	56	43.7711	11.2486	2015		68.83333333	0.7	32.5	14.40833333	57.41666667	14416028	2.208333333	81.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7710513&lon=11.2486208&year=2015&datasource=agera5	"Samples from along coast of Tuscany, Liguria"	Y				V4	AK
Smith-1	Smith_et_al_2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5427142/	Mormon Cricket	Anthropoda	Insecta	Orthoptera	Tettigoniidae	Anabrus	Anabrus_Simplex	Herbivore	V4	1420	43.7102	-106.6389	2014		43.5	-14.2	28.3	6.5	48.36666667	16879508.33	3.525	93.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7102499&lon=-106.6389338&year=2014&datasource=agera5	Some samples raised in captivity	Y	Samples bred in captivity		wheatbran_wheatgerm_sunflower_mixedbirdseeds_tropicalfishflakes_Romainelettuce	V4	ES
Smith-2	Smith_et_al_2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5427142/	Mormon Cricket	Anthropoda	Insecta	Orthoptera	Tettigoniidae	Anabrus	Anabrus_Simplex	Herbivore	V4	1420	43.7102	-106.6389	2014		43.5	-14.2	28.3	6.5	48.36666667	16879508.33	3.525	93.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7102499&lon=-106.6389338&year=2014&datasource=agera5	Some samples raised in captivity	Y	Samples bred in captivity		wheatbran_wheatgerm_sunflower_mixedbirdseeds_tropicalfishflakes_Romainelettuce	V4	ES
Smith-3	Smith_et_al_2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5427142/	Mormon Cricket	Anthropoda	Insecta	Orthoptera	Tettigoniidae	Anabrus	Anabrus_Simplex	Herbivore	V4	1420	43.7102	-106.6389	2014		43.5	-14.2	28.3	6.5	48.36666667	16879508.33	3.525	93.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7102499&lon=-106.6389338&year=2014&datasource=agera5	Some samples raised in captivity	Y	Samples bred in captivity		wheatbran_wheatgerm_sunflower_mixedbirdseeds_tropicalfishflakes_Romainelettuce	V4	ES
Smith-4	Smith_et_al_2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5427142/	Mormon Cricket	Anthropoda	Insecta	Orthoptera	Tettigoniidae	Anabrus	Anabrus_Simplex	Herbivore	V4	1420	43.7102	-106.6389	2014		43.5	-14.2	28.3	6.5	48.36666667	16879508.33	3.525	93.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7102499&lon=-106.6389338&year=2014&datasource=agera5	Some samples raised in captivity	Y	Samples bred in captivity		wheatbran_wheatgerm_sunflower_mixedbirdseeds_tropicalfishflakes_Romainelettuce	V4	ES
Smith-5	Smith_et_al_2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5427142/	Mormon Cricket	Anthropoda	Insecta	Orthoptera	Tettigoniidae	Anabrus	Anabrus_Simplex	Herbivore	V4	1420	43.7102	-106.6389	2014		43.5	-14.2	28.3	6.5	48.36666667	16879508.33	3.525	93.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.7102499&lon=-106.6389338&year=2014&datasource=agera5	Some samples raised in captivity	Y	Samples bred in captivity		wheatbran_wheatgerm_sunflower_mixedbirdseeds_tropicalfishflakes_Romainelettuce	V4	ES
Walker1	Walker_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01456-x#article-info	Northern Slimy Salamander	Chordata	Amphibia	Urodela	Plethodontidae	Plethodon	Plethodon_Glutinosus	Omnivore	V4	1295	35.1534	-83.5804	2014		119.4166667	-9.1	24.1	10.60833333	58.23333333	15862741.92	2.5	78.33333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.1534256&lon=-83.5804404&year=2014&datasource=agera5	Samples from 5 neighboring states	Y				V4	DW
Walker2	Walker_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01456-x#article-info	Northern Slimy Salamander	Chordata	Amphibia	Urodela	Plethodontidae	Plethodon	Plethodon_Glutinosus	Omnivore	V4	1295	35.1534	-83.5804	2014		119.4166667	-9.1	24.1	10.60833333	58.23333333	15862741.92	2.5	78.33333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.1534256&lon=-83.5804404&year=2014&datasource=agera5	Samples from 5 neighboring states	Y				V4	DW
Walker3	Walker_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01456-x#article-info	Northern Slimy Salamander	Chordata	Amphibia	Urodela	Plethodontidae	Plethodon	Plethodon_Glutinosus	Omnivore	V4	1295	35.1534	-83.5804	2014		119.4166667	-9.1	24.1	10.60833333	58.23333333	15862741.92	2.5	78.33333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.1534256&lon=-83.5804404&year=2014&datasource=agera5	Samples from 5 neighboring states	Y				V4	DW
Walker4	Walker_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01456-x#article-info	Northern Slimy Salamander	Chordata	Amphibia	Urodela	Plethodontidae	Plethodon	Plethodon_Glutinosus	Omnivore	V4	1295	35.1534	-83.5804	2014		119.4166667	-9.1	24.1	10.60833333	58.23333333	15862741.92	2.5	78.33333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.1534256&lon=-83.5804404&year=2014&datasource=agera5	Samples from 5 neighboring states	Y				V4	DW
Walker5	Walker_et_al_2020	https://link.springer.com/article/10.1007/s00248-019-01456-x#article-info	Northern Slimy Salamander	Chordata	Amphibia	Urodela	Plethodontidae	Plethodon	Plethodon_Glutinosus	Omnivore	V4	1295	35.1534	-83.5804	2014		119.4166667	-9.1	24.1	10.60833333	58.23333333	15862741.92	2.5	78.33333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.1534256&lon=-83.5804404&year=2014&datasource=agera5	Samples from 5 neighboring states	Y				V4	DW
muhammad1	Muhammad_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.02291/full#h7	Red Palm Weevil	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	Rhynchophorus_Ferrugineus	Herbivore	V4	10	19.5433	110.7977	2014		134.9166667	14.2	32.1	24.64166667	72.7	16309504.58	3.308333333	111.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=19.5432899&lon=110.79774&year=2014&datasource=agera5	Samples from different developmental stages 	Y				V4	EO
muhammad2	Muhammad_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.02291/full#h7	Red Palm Weevil	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	Rhynchophorus_Ferrugineus	Herbivore	V4	10	19.5433	110.7977	2014		134.9166667	14.2	32.1	24.64166667	72.7	16309504.58	3.308333333	111.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=19.5432899&lon=110.79774&year=2014&datasource=agera5	Samples from different developmental stages 	Y				V4	EO
muhammad3	Muhammad_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.02291/full#h7	Red Palm Weevil	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	Rhynchophorus_Ferrugineus	Herbivore	V4	10	19.5433	110.7977	2014		134.9166667	14.2	32.1	24.64166667	72.7	16309504.58	3.308333333	111.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=19.5432899&lon=110.79774&year=2014&datasource=agera5	Samples from different developmental stages 	Y				V4	EO
muhammad4	Muhammad_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.02291/full#h7	Red Palm Weevil	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	Rhynchophorus_Ferrugineus	Herbivore	V4	10	19.5433	110.7977	2014		134.9166667	14.2	32.1	24.64166667	72.7	16309504.58	3.308333333	111.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=19.5432899&lon=110.79774&year=2014&datasource=agera5	Samples from different developmental stages 	Y				V4	EO
muhammad5	Muhammad_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.02291/full#h7	Red Palm Weevil	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	Rhynchophorus_Ferrugineus	Herbivore	V4	10	19.5433	110.7977	2014		134.9166667	14.2	32.1	24.64166667	72.7	16309504.58	3.308333333	111.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=19.5432899&lon=110.79774&year=2014&datasource=agera5	Samples from different developmental stages 	Y				V4	EO
Barrionuevo1	Barrionueva_et_al_2022	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9294514/	Greater Wax Moth	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleria	Galleria_Mellonella	Omnivore	V4	302	-40.7344	-66.6176	2022	N	20.33333333	1	30.1	14.30833333	38.10833333	17914382	4.391666667	143.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-40.7344343&lon=-66.6176455&year=2022&datasource=agera5		Y	Samples bred in captivity	Y		V4	EK
Barrionuevo2	Barrionueva_et_al_2022	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9294514/	Greater Wax Moth	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleria	Galleria_Mellonella	Omnivore	V4	302	-40.7344	-66.6176	2022	N	20.33333333	1	30.1	14.30833333	38.10833333	17914382	4.391666667	143.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-40.7344343&lon=-66.6176455&year=2022&datasource=agera5		Y	Samples bred in captivity	Y		V4	EK
Barrionuevo3	Barrionueva_et_al_2022	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9294514/	Greater Wax Moth	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleria	Galleria_Mellonella	Omnivore	V4	302	-40.7344	-66.6176	2022	N	20.33333333	1	30.1	14.30833333	38.10833333	17914382	4.391666667	143.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-40.7344343&lon=-66.6176455&year=2022&datasource=agera5		Y	Samples bred in captivity	Y		V4	EK
Barrionuevo4	Barrionueva_et_al_2022	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9294514/	Greater Wax Moth	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleria	Galleria_Mellonella	Omnivore	V4	302	-40.7344	-66.6176	2022	N	20.33333333	1	30.1	14.30833333	38.10833333	17914382	4.391666667	143.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-40.7344343&lon=-66.6176455&year=2022&datasource=agera5		Y	Samples bred in captivity	Y		V4	EK
Barrionuevo5	Barrionueva_et_al_2022	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9294514/	Greater Wax Moth	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleria	Galleria_Mellonella	Omnivore	V4	302	-40.7344	-66.6176	2022	N	20.33333333	1	30.1	14.30833333	38.10833333	17914382	4.391666667	143.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-40.7344343&lon=-66.6176455&year=2022&datasource=agera5		Y	Samples bred in captivity	Y		V4	EK
pagan-jimenez1	Pagan_Jimenez_et_al_2019	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6353073/	Sea Cucumber	Echinodermata	Holothuroidea	Holothuriida	Holothuriidae	Holothuria	Holothuria_Glaberrima	Omnivore	V4	4	18.4476	-65.907	2019	N	56.83333333	23	30	26.625	70.74166667	19746449.17	4.825	139.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=18.4475762&lon=-65.9069741&year=2019&datasource=agera5		Y				V4	NS
pagan-jimenez2	Pagan_Jimenez_et_al_2019	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6353073/	Sea Cucumber	Echinodermata	Holothuroidea	Holothuriida	Holothuriidae	Holothuria	Holothuria_Glaberrima	Omnivore	V4	4	18.4476	-65.907	2019	N	56.83333333	23	30	26.625	70.74166667	19746449.17	4.825	139.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=18.4475762&lon=-65.9069741&year=2019&datasource=agera5		Y				V4	NS
pagan-jimenez3	Pagan_Jimenez_et_al_2019	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6353073/	Sea Cucumber	Echinodermata	Holothuroidea	Holothuriida	Holothuriidae	Holothuria	Holothuria_Glaberrima	Omnivore	V4	4	18.4476	-65.907	2019	N	56.83333333	23	30	26.625	70.74166667	19746449.17	4.825	139.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=18.4475762&lon=-65.9069741&year=2019&datasource=agera5		Y				V4	NS
pagan-jimenez4	Pagan_Jimenez_et_al_2019	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6353073/	Sea Cucumber	Echinodermata	Holothuroidea	Holothuriida	Holothuriidae	Holothuria	Holothuria_Glaberrima	Omnivore	V4	4	18.4476	-65.907	2019	N	56.83333333	23	30	26.625	70.74166667	19746449.17	4.825	139.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=18.4475762&lon=-65.9069741&year=2019&datasource=agera5		Y				V4	NS
pagan-jimenez5	Pagan_Jimenez_et_al_2019	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6353073/	Sea Cucumber	Echinodermata	Holothuroidea	Holothuriida	Holothuriidae	Holothuria	Holothuria_Glaberrima	Omnivore	V4	4	18.4476	-65.907	2019	N	56.83333333	23	30	26.625	70.74166667	19746449.17	4.825	139.25	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=18.4475762&lon=-65.9069741&year=2019&datasource=agera5		Y				V4	NS
Klammsteiner1	Klammsteiner_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00993/full#h7	Black Soldier Fly	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	Hermetia_Illucens	Omnivore	V4	51	52.0825	7.015	2014		75.33333333	1.6	23.7	11.20833333	69.53333333	10208822.25	3.616666667	58.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=52.0825322&lon=7.015005700000001&year=2014&datasource=agera5		Y	Samples raised in captivity	Y		V4	DW
Klammsteiner2	Klammsteiner_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00993/full#h7	Black Soldier Fly	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	Hermetia_Illucens	Omnivore	V4	51	52.0825	7.015	2014		75.33333333	1.6	23.7	11.20833333	69.53333333	10208822.25	3.616666667	58.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=52.0825322&lon=7.015005700000001&year=2014&datasource=agera5		Y	Samples raised in captivity	Y		V4	DW
Klammsteiner3	Klammsteiner_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00993/full#h7	Black Soldier Fly	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	Hermetia_Illucens	Omnivore	V4	51	52.0825	7.015	2014		75.33333333	1.6	23.7	11.20833333	69.53333333	10208822.25	3.616666667	58.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=52.0825322&lon=7.015005700000001&year=2014&datasource=agera5		Y	Samples raised in captivity	Y		V4	DW
Klammsteiner4	Klammsteiner_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00993/full#h7	Black Soldier Fly	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	Hermetia_Illucens	Omnivore	V4	51	52.0825	7.015	2014		75.33333333	1.6	23.7	11.20833333	69.53333333	10208822.25	3.616666667	58.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=52.0825322&lon=7.015005700000001&year=2014&datasource=agera5		Y	Samples raised in captivity	Y		V4	DW
Klammsteiner5	Klammsteiner_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00993/full#h7	Black Soldier Fly	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	Hermetia_Illucens	Omnivore	V4	51	52.0825	7.015	2014		75.33333333	1.6	23.7	11.20833333	69.53333333	10208822.25	3.616666667	58.91666667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=52.0825322&lon=7.015005700000001&year=2014&datasource=agera5		Y	Samples raised in captivity	Y		V4	DW
